Polo;Faixa_Distancia;K_Sugerido;Qtd_Amostras
PETROPOLIS;103500-104000 m;;0
PETROPOLIS;104000-104500 m;;0
PETROPOLIS;104500-105000 m;;0
PETROPOLIS;105000-105500 m;;0
PETROPOLIS;105500-106000 m;;0
PETROPOLIS;106000-106500 m;;0
PETROPOLIS;106500-107000 m;;0
PETROPOLIS;107000-107500 m;;0
PETROPOLIS;107500-108000 m;;0
PETROPOLIS;108000-108500 m;;0
PETROPOLIS;108500-109000 m;;0
PETROPOLIS;109000-109500 m;;0
PETROPOLIS;109500-110000 m;;0
PETROPOLIS;110000-110500 m;;0
PETROPOLIS;110500-111000 m;;0
PETROPOLIS;111000-111500 m;;0
PETROPOLIS;111500-112000 m;;0
PETROPOLIS;112000-112500 m;;0
PETROPOLIS;112500-113000 m;;0
PETROPOLIS;113000-113500 m;;0
PETROPOLIS;113500-114000 m;;0
PETROPOLIS;114000-114500 m;;0
PETROPOLIS;114500-115000 m;;0
PETROPOLIS;115000-115500 m;;0
PETROPOLIS;115500-116000 m;;0
PETROPOLIS;116000-116500 m;;0
PETROPOLIS;116500-117000 m;;0
PETROPOLIS;117000-117500 m;;0
PETROPOLIS;117500-118000 m;;0
PETROPOLIS;118000-118500 m;;0
PETROPOLIS;118500-119000 m;;0
PETROPOLIS;119000-119500 m;;0
PETROPOLIS;119500-120000 m;;0
PETROPOLIS;120000-120500 m;;0
PETROPOLIS;120500-121000 m;;0
PETROPOLIS;121000-121500 m;;0
PETROPOLIS;121500-122000 m;;0
PETROPOLIS;122000-122500 m;;0
PETROPOLIS;122500-123000 m;;0
PETROPOLIS;123000-123500 m;;0
PETROPOLIS;123500-124000 m;;0
PETROPOLIS;124000-124500 m;;0
PETROPOLIS;124500-125000 m;;0
PETROPOLIS;125000-125500 m;;0
PETROPOLIS;125500-126000 m;;0
PETROPOLIS;126000-126500 m;;0
PETROPOLIS;126500-127000 m;;0
PETROPOLIS;127000-127500 m;;0
PETROPOLIS;127500-128000 m;;0
PETROPOLIS;128000-128500 m;;0
PETROPOLIS;128500-129000 m;;0
PETROPOLIS;129000-129500 m;;0
PETROPOLIS;129500-130000 m;;0
PETROPOLIS;130000-130500 m;;0
PETROPOLIS;130500-131000 m;;0
PETROPOLIS;131000-131500 m;;0
PETROPOLIS;131500-132000 m;;0
PETROPOLIS;132000-132500 m;;0
PETROPOLIS;132500-133000 m;;0
PETROPOLIS;133000-133500 m;;0
PETROPOLIS;133500-134000 m;;0
PETROPOLIS;134000-134500 m;;0
PETROPOLIS;134500-135000 m;;0
PETROPOLIS;135000-135500 m;;0
PETROPOLIS;135500-136000 m;;0
PETROPOLIS;136000-136500 m;;0
PETROPOLIS;136500-137000 m;;0
PETROPOLIS;137000-137500 m;;0
PETROPOLIS;137500-138000 m;;0
PETROPOLIS;138000-138500 m;;0
PETROPOLIS;138500-139000 m;;0
PETROPOLIS;139000-139500 m;;0
PETROPOLIS;139500-140000 m;;0
PETROPOLIS;140000-140500 m;;0
PETROPOLIS;140500-141000 m;;0
PETROPOLIS;141000-141500 m;;0
PETROPOLIS;141500-142000 m;;0
PETROPOLIS;142000-142500 m;;0
PETROPOLIS;142500-143000 m;;0
PETROPOLIS;143000-143500 m;;0
PETROPOLIS;143500-144000 m;;0
PETROPOLIS;144000-144500 m;;0
PETROPOLIS;144500-145000 m;;0
PETROPOLIS;145000-145500 m;;0
PETROPOLIS;145500-146000 m;;0
PETROPOLIS;146000-146500 m;;0
PETROPOLIS;146500-147000 m;;0
PETROPOLIS;147000-147500 m;;0
PETROPOLIS;147500-148000 m;;0
PETROPOLIS;148000-148500 m;;0
PETROPOLIS;148500-149000 m;;0
PETROPOLIS;149000-149500 m;;0
PETROPOLIS;149500-150000 m;;0
PETROPOLIS;150000-150500 m;;0
PETROPOLIS;150500-151000 m;;0
PETROPOLIS;151000-151500 m;;0
PETROPOLIS;151500-152000 m;;0
PETROPOLIS;152000-152500 m;;0
PETROPOLIS;152500-153000 m;;0
PETROPOLIS;153000-153500 m;;0
PETROPOLIS;153500-154000 m;;0
PETROPOLIS;154000-154500 m;;0
PETROPOLIS;154500-155000 m;;0
PETROPOLIS;155000-155500 m;;0
PETROPOLIS;155500-156000 m;;0
PETROPOLIS;156000-156500 m;;0
PETROPOLIS;156500-157000 m;;0
PETROPOLIS;157000-157500 m;;0
PETROPOLIS;157500-158000 m;;0
PETROPOLIS;158000-158500 m;;0
PETROPOLIS;158500-159000 m;;0
PETROPOLIS;159000-159500 m;;0
PETROPOLIS;159500-160000 m;;0
PETROPOLIS;160000-160500 m;;0
PETROPOLIS;160500-161000 m;;0
PETROPOLIS;161000-161500 m;;0
PETROPOLIS;161500-162000 m;;0
PETROPOLIS;162000-162500 m;;0
PETROPOLIS;162500-163000 m;;0
PETROPOLIS;163000-163500 m;;0
PETROPOLIS;163500-164000 m;;0
PETROPOLIS;164000-164500 m;;0
PETROPOLIS;164500-165000 m;;0
PETROPOLIS;165000-165500 m;;0
PETROPOLIS;165500-166000 m;;0
PETROPOLIS;166000-166500 m;;0
PETROPOLIS;166500-167000 m;;0
PETROPOLIS;167000-167500 m;;0
PETROPOLIS;167500-168000 m;;0
PETROPOLIS;168000-168500 m;;0
PETROPOLIS;168500-169000 m;;0
PETROPOLIS;169000-169500 m;;0
PETROPOLIS;169500-170000 m;;0
PETROPOLIS;170000-170500 m;;0
PETROPOLIS;170500-171000 m;;0
PETROPOLIS;171000-171500 m;;0
PETROPOLIS;171500-172000 m;;0
PETROPOLIS;172000-172500 m;;0
PETROPOLIS;172500-173000 m;;0
PETROPOLIS;173000-173500 m;;0
PETROPOLIS;173500-174000 m;;0
PETROPOLIS;174000-174500 m;;0
PETROPOLIS;174500-175000 m;;0
PETROPOLIS;175000-175500 m;;0
PETROPOLIS;175500-176000 m;;0
PETROPOLIS;176000-176500 m;;0
PETROPOLIS;176500-177000 m;;0
PETROPOLIS;177000-177500 m;;0
PETROPOLIS;177500-178000 m;;0
PETROPOLIS;178000-178500 m;;0
PETROPOLIS;178500-179000 m;;0
PETROPOLIS;179000-179500 m;;0
PETROPOLIS;179500-180000 m;;0
PETROPOLIS;180000-180500 m;;0
PETROPOLIS;180500-181000 m;;0
PETROPOLIS;181000-181500 m;;0
PETROPOLIS;181500-182000 m;;0
PETROPOLIS;182000-182500 m;;0
PETROPOLIS;182500-183000 m;;0
PETROPOLIS;183000-183500 m;;0
PETROPOLIS;183500-184000 m;;0
PETROPOLIS;184000-184500 m;;0
PETROPOLIS;184500-185000 m;;0
PETROPOLIS;185000-185500 m;;0
PETROPOLIS;185500-186000 m;;0
PETROPOLIS;186000-186500 m;;0
PETROPOLIS;186500-187000 m;;0
PETROPOLIS;187000-187500 m;;0
PETROPOLIS;187500-188000 m;;0
PETROPOLIS;188000-188500 m;;0
PETROPOLIS;188500-189000 m;;0
PETROPOLIS;189000-189500 m;;0
PETROPOLIS;189500-190000 m;;0
PETROPOLIS;190000-190500 m;;0
PETROPOLIS;190500-191000 m;;0
PETROPOLIS;191000-191500 m;;0
PETROPOLIS;191500-192000 m;;0
PETROPOLIS;192000-192500 m;;0
PETROPOLIS;192500-193000 m;;0
PETROPOLIS;193000-193500 m;;0
PETROPOLIS;193500-194000 m;;0
PETROPOLIS;194000-194500 m;;0
PETROPOLIS;194500-195000 m;;0
PETROPOLIS;195000-195500 m;;0
PETROPOLIS;195500-196000 m;;0
PETROPOLIS;196000-196500 m;;0
PETROPOLIS;196500-197000 m;;0
PETROPOLIS;197000-197500 m;;0
PETROPOLIS;197500-198000 m;;0
PETROPOLIS;198000-198500 m;;0
PETROPOLIS;198500-199000 m;;0
PETROPOLIS;199000-199500 m;;0
PETROPOLIS;199500-200000 m;;0
PETROPOLIS;200000-200500 m;;0
PETROPOLIS;200500-201000 m;;0
PETROPOLIS;201000-201500 m;;0
PETROPOLIS;201500-202000 m;;0
PETROPOLIS;202000-202500 m;;0
PETROPOLIS;202500-203000 m;;0
PETROPOLIS;203000-203500 m;;0
PETROPOLIS;203500-204000 m;;0
PETROPOLIS;204000-204500 m;;0
PETROPOLIS;204500-205000 m;;0
PETROPOLIS;205000-205500 m;;0
PETROPOLIS;205500-206000 m;;0
PETROPOLIS;206000-206500 m;;0
PETROPOLIS;206500-207000 m;;0
PETROPOLIS;207000-207500 m;;0
PETROPOLIS;207500-208000 m;;0
PETROPOLIS;208000-208500 m;;0
PETROPOLIS;208500-209000 m;;0
PETROPOLIS;209000-209500 m;;0
PETROPOLIS;209500-210000 m;;0
PETROPOLIS;210000-210500 m;;0
PETROPOLIS;210500-211000 m;;0
PETROPOLIS;211000-211500 m;;0
PETROPOLIS;211500-212000 m;;0
PETROPOLIS;212000-212500 m;;0
PETROPOLIS;212500-213000 m;;0
PETROPOLIS;213000-213500 m;;0
PETROPOLIS;213500-214000 m;;0
PETROPOLIS;214000-214500 m;;0
PETROPOLIS;214500-215000 m;;0
PETROPOLIS;215000-215500 m;;0
PETROPOLIS;215500-216000 m;;0
PETROPOLIS;216000-216500 m;;0
PETROPOLIS;216500-217000 m;;0
PETROPOLIS;217000-217500 m;;0
PETROPOLIS;217500-218000 m;;0
PETROPOLIS;218000-218500 m;;0
PETROPOLIS;218500-219000 m;;0
PETROPOLIS;219000-219500 m;;0
PETROPOLIS;219500-220000 m;;0
PETROPOLIS;220000-220500 m;;0
PETROPOLIS;220500-221000 m;;0
PETROPOLIS;221000-221500 m;;0
PETROPOLIS;221500-222000 m;;0
PETROPOLIS;222000-222500 m;;0
PETROPOLIS;222500-223000 m;;0
PETROPOLIS;223000-223500 m;;0
PETROPOLIS;223500-224000 m;;0
PETROPOLIS;224000-224500 m;;0
PETROPOLIS;224500-225000 m;;0
PETROPOLIS;225000-225500 m;;0
PETROPOLIS;225500-226000 m;;0
PETROPOLIS;226000-226500 m;;0
PETROPOLIS;226500-227000 m;;0
PETROPOLIS;227000-227500 m;;0
PETROPOLIS;227500-228000 m;;0
PETROPOLIS;228000-228500 m;;0
PETROPOLIS;228500-229000 m;;0
PETROPOLIS;229000-229500 m;;0
PETROPOLIS;229500-230000 m;;0
PETROPOLIS;230000-230500 m;;0
PETROPOLIS;230500-231000 m;;0
PETROPOLIS;231000-231500 m;;0
PETROPOLIS;231500-232000 m;;0
PETROPOLIS;232000-232500 m;;0
PETROPOLIS;232500-233000 m;;0
PETROPOLIS;233000-233500 m;;0
PETROPOLIS;233500-234000 m;;0
PETROPOLIS;234000-234500 m;;0
PETROPOLIS;234500-235000 m;;0
PETROPOLIS;235000-235500 m;;0
PETROPOLIS;235500-236000 m;;0
PETROPOLIS;236000-236500 m;;0
PETROPOLIS;236500-237000 m;;0
RESENDE;0-500 m;19.92;1446
RESENDE;500-1000 m;1.92;131
RESENDE;1000-1500 m;2.94;40
RESENDE;1500-2000 m;1.8;6
RESENDE;2000-2500 m;1.87;23
RESENDE;2500-3000 m;0.54;14
RESENDE;3000-3500 m;0.62;10
RESENDE;3500-4000 m;0.94;5
RESENDE;4000-4500 m;0.46;10
RESENDE;4500-5000 m;1.65;8
RESENDE;5000-5500 m;0.61;5
RESENDE;5500-6000 m;0.13;1
RESENDE;6000-6500 m;2.23;3
RESENDE;6500-7000 m;1.36;2
RESENDE;7000-7500 m;;0
RESENDE;7500-8000 m;1.26;2
RESENDE;8000-8500 m;1.1;2
RESENDE;8500-9000 m;2.07;4
RESENDE;9000-9500 m;;0
RESENDE;9500-10000 m;;0
RESENDE;10000-10500 m;;0
RESENDE;10500-11000 m;;0
RESENDE;11000-11500 m;;0
RESENDE;11500-12000 m;2.13;1
RESENDE;12000-12500 m;;0
RESENDE;12500-13000 m;;0
RESENDE;13000-13500 m;3.52;3
RESENDE;13500-14000 m;;0
RESENDE;14000-14500 m;;0
RESENDE;14500-15000 m;;0
RESENDE;15000-15500 m;2.3;3
RESENDE;15500-16000 m;2.15;3
RESENDE;16000-16500 m;3.78;3
RESENDE;16500-17000 m;2.84;9
RESENDE;17000-17500 m;2.0;3
RESENDE;17500-18000 m;2.74;24
RESENDE;18000-18500 m;2.34;23
RESENDE;18500-19000 m;2.31;16
RESENDE;19000-19500 m;2.33;19
RESENDE;19500-20000 m;2.21;10
RESENDE;20000-20500 m;2.14;8
RESENDE;20500-21000 m;2.14;8
RESENDE;21000-21500 m;2.18;6
RESENDE;21500-22000 m;2.45;6
RESENDE;22000-22500 m;;0
RESENDE;22500-23000 m;;0
RESENDE;23000-23500 m;;0
RESENDE;23500-24000 m;;0
RESENDE;24000-24500 m;;0
RESENDE;24500-25000 m;;0
RESENDE;25000-25500 m;;0
RESENDE;25500-26000 m;;0
RESENDE;26000-26500 m;;0
RESENDE;26500-27000 m;;0
RESENDE;27000-27500 m;;0
RESENDE;27500-28000 m;;0
RESENDE;28000-28500 m;;0
RESENDE;28500-29000 m;;0
RESENDE;29000-29500 m;;0
RESENDE;29500-30000 m;;0
RESENDE;30000-30500 m;;0
RESENDE;30500-31000 m;;0
RESENDE;31000-31500 m;;0
RESENDE;31500-32000 m;;0
RESENDE;32000-32500 m;;0
RESENDE;32500-33000 m;;0
RESENDE;33000-33500 m;;0
RESENDE;33500-34000 m;;0
RESENDE;34000-34500 m;;0
RESENDE;34500-35000 m;;0
RESENDE;35000-35500 m;;0
RESENDE;35500-36000 m;;0
RESENDE;36000-36500 m;;0
RESENDE;36500-37000 m;;0
RESENDE;37000-37500 m;;0
RESENDE;37500-38000 m;;0
RESENDE;38000-38500 m;;0
RESENDE;38500-39000 m;;0
RESENDE;39000-39500 m;;0
RESENDE;39500-40000 m;;0
RESENDE;40000-40500 m;;0
RESENDE;40500-41000 m;;0
RESENDE;41000-41500 m;;0
RESENDE;41500-42000 m;;0
RESENDE;42000-42500 m;;0
RESENDE;42500-43000 m;;0
RESENDE;43000-43500 m;;0
RESENDE;43500-44000 m;;0
RESENDE;44000-44500 m;;0
RESENDE;44500-45000 m;;0
RESENDE;45000-45500 m;;0
RESENDE;45500-46000 m;;0
RESENDE;46000-46500 m;;0
RESENDE;46500-47000 m;;0
RESENDE;47000-47500 m;;0
RESENDE;47500-48000 m;;0
RESENDE;48000-48500 m;;0
RESENDE;48500-49000 m;;0
RESENDE;49000-49500 m;;0
RESENDE;49500-50000 m;;0
RESENDE;50000-50500 m;;0
RESENDE;50500-51000 m;;0
RESENDE;51000-51500 m;;0
RESENDE;51500-52000 m;;0
RESENDE;52000-52500 m;;0
RESENDE;52500-53000 m;;0
RESENDE;53000-53500 m;;0
RESENDE;53500-54000 m;;0
RESENDE;54000-54500 m;;0
RESENDE;54500-55000 m;;0
RESENDE;55000-55500 m;;0
RESENDE;55500-56000 m;;0
RESENDE;56000-56500 m;;0
RESENDE;56500-57000 m;;0
RESENDE;57000-57500 m;;0
RESENDE;57500-58000 m;;0
RESENDE;58000-58500 m;;0
RESENDE;58500-59000 m;;0
RESENDE;59000-59500 m;;0
RESENDE;59500-60000 m;;0
RESENDE;60000-60500 m;;0
RESENDE;60500-61000 m;;0
RESENDE;61000-61500 m;;0
RESENDE;61500-62000 m;;0
RESENDE;62000-62500 m;;0
RESENDE;62500-63000 m;;0
RESENDE;63000-63500 m;;0
RESENDE;63500-64000 m;;0
RESENDE;64000-64500 m;;0
RESENDE;64500-65000 m;;0
RESENDE;65000-65500 m;;0
RESENDE;65500-66000 m;;0
RESENDE;66000-66500 m;;0
RESENDE;66500-67000 m;;0
RESENDE;67000-67500 m;;0
RESENDE;67500-68000 m;;0
RESENDE;68000-68500 m;;0
RESENDE;68500-69000 m;;0
RESENDE;69000-69500 m;;0
RESENDE;69500-70000 m;;0
RESENDE;70000-70500 m;;0
RESENDE;70500-71000 m;;0
RESENDE;71000-71500 m;;0
RESENDE;71500-72000 m;;0
RESENDE;72000-72500 m;;0
RESENDE;72500-73000 m;;0
RESENDE;73000-73500 m;;0
RESENDE;73500-74000 m;;0
RESENDE;74000-74500 m;;0
RESENDE;74500-75000 m;;0
RESENDE;75000-75500 m;;0
RESENDE;75500-76000 m;;0
RESENDE;76000-76500 m;;0
RESENDE;76500-77000 m;;0
RESENDE;77000-77500 m;;0
RESENDE;77500-78000 m;;0
RESENDE;78000-78500 m;;0
RESENDE;78500-79000 m;;0
RESENDE;79000-79500 m;;0
RESENDE;79500-80000 m;;0
RESENDE;80000-80500 m;;0
RESENDE;80500-81000 m;;0
RESENDE;81000-81500 m;;0
RESENDE;81500-82000 m;;0
RESENDE;82000-82500 m;;0
RESENDE;82500-83000 m;;0
RESENDE;83000-83500 m;;0
RESENDE;83500-84000 m;;0
RESENDE;84000-84500 m;;0
RESENDE;84500-85000 m;;0
RESENDE;85000-85500 m;;0
RESENDE;85500-86000 m;;0
RESENDE;86000-86500 m;;0
RESENDE;86500-87000 m;;0
RESENDE;87000-87500 m;;0
RESENDE;87500-88000 m;;0
RESENDE;88000-88500 m;;0
RESENDE;88500-89000 m;;0
RESENDE;89000-89500 m;;0
RESENDE;89500-90000 m;;0
RESENDE;90000-90500 m;;0
RESENDE;90500-91000 m;;0
RESENDE;91000-91500 m;;0
RESENDE;91500-92000 m;;0
RESENDE;92000-92500 m;;0
RESENDE;92500-93000 m;;0
RESENDE;93000-93500 m;;0
RESENDE;93500-94000 m;;0
RESENDE;94000-94500 m;;0
RESENDE;94500-95000 m;;0
RESENDE;95000-95500 m;;0
RESENDE;95500-96000 m;;0
RESENDE;96000-96500 m;;0
RESENDE;96500-97000 m;;0
RESENDE;97000-97500 m;;0
RESENDE;97500-98000 m;;0
RESENDE;98000-98500 m;;0
RESENDE;98500-99000 m;;0
RESENDE;99000-99500 m;;0
RESENDE;99500-100000 m;;0
RESENDE;100000-100500 m;;0
RESENDE;100500-101000 m;;0
RESENDE;101000-101500 m;;0
RESENDE;101500-102000 m;;0
RESENDE;102000-102500 m;;0
RESENDE;102500-103000 m;;0
RESENDE;103000-103500 m;;0
RESENDE;103500-104000 m;;0
RESENDE;104000-104500 m;;0
RESENDE;104500-105000 m;;0
RESENDE;105000-105500 m;;0
RESENDE;105500-106000 m;;0
RESENDE;106000-106500 m;;0
RESENDE;106500-107000 m;;0
RESENDE;107000-107500 m;;0
RESENDE;107500-108000 m;;0
RESENDE;108000-108500 m;;0
RESENDE;108500-109000 m;;0
RESENDE;109000-109500 m;;0
RESENDE;109500-110000 m;;0
RESENDE;110000-110500 m;;0
RESENDE;110500-111000 m;;0
RESENDE;111000-111500 m;;0
RESENDE;111500-112000 m;;0
RESENDE;112000-112500 m;;0
RESENDE;112500-113000 m;;0
RESENDE;113000-113500 m;;0
RESENDE;113500-114000 m;;0
RESENDE;114000-114500 m;;0
RESENDE;114500-115000 m;;0
RESENDE;115000-115500 m;;0
RESENDE;115500-116000 m;;0
RESENDE;116000-116500 m;;0
RESENDE;116500-117000 m;;0
RESENDE;117000-117500 m;;0
RESENDE;117500-118000 m;;0
RESENDE;118000-118500 m;;0
RESENDE;118500-119000 m;;0
RESENDE;119000-119500 m;;0
RESENDE;119500-120000 m;;0
RESENDE;120000-120500 m;;0
RESENDE;120500-121000 m;;0
RESENDE;121000-121500 m;;0
RESENDE;121500-122000 m;;0
RESENDE;122000-122500 m;;0
RESENDE;122500-123000 m;;0
RESENDE;123000-123500 m;;0
RESENDE;123500-124000 m;;0
RESENDE;124000-124500 m;;0
RESENDE;124500-125000 m;;0
RESENDE;125000-125500 m;;0
RESENDE;125500-126000 m;;0
RESENDE;126000-126500 m;;0
RESENDE;126500-127000 m;;0
RESENDE;127000-127500 m;;0
RESENDE;127500-128000 m;;0
RESENDE;128000-128500 m;;0
RESENDE;128500-129000 m;;0
RESENDE;129000-129500 m;;0
RESENDE;129500-130000 m;;0
RESENDE;130000-130500 m;;0
RESENDE;130500-131000 m;;0
RESENDE;131000-131500 m;;0
RESENDE;131500-132000 m;;0
RESENDE;132000-132500 m;;0
RESENDE;132500-133000 m;;0
RESENDE;133000-133500 m;;0
RESENDE;133500-134000 m;;0
RESENDE;134000-134500 m;;0
RESENDE;134500-135000 m;;0
RESENDE;135000-135500 m;;0
RESENDE;135500-136000 m;;0
RESENDE;136000-136500 m;;0
RESENDE;136500-137000 m;;0
RESENDE;137000-137500 m;;0
RESENDE;137500-138000 m;;0
RESENDE;138000-138500 m;;0
RESENDE;138500-139000 m;;0
RESENDE;139000-139500 m;;0
RESENDE;139500-140000 m;;0
RESENDE;140000-140500 m;;0
RESENDE;140500-141000 m;;0
RESENDE;141000-141500 m;;0
RESENDE;141500-142000 m;;0
RESENDE;142000-142500 m;;0
RESENDE;142500-143000 m;;0
RESENDE;143000-143500 m;;0
RESENDE;143500-144000 m;;0
RESENDE;144000-144500 m;;0
RESENDE;144500-145000 m;;0
RESENDE;145000-145500 m;;0
RESENDE;145500-146000 m;;0
RESENDE;146000-146500 m;;0
RESENDE;146500-147000 m;;0
RESENDE;147000-147500 m;;0
RESENDE;147500-148000 m;;0
RESENDE;148000-148500 m;;0
RESENDE;148500-149000 m;;0
RESENDE;149000-149500 m;;0
RESENDE;149500-150000 m;;0
RESENDE;150000-150500 m;;0
RESENDE;150500-151000 m;;0
RESENDE;151000-151500 m;;0
RESENDE;151500-152000 m;;0
RESENDE;152000-152500 m;;0
RESENDE;152500-153000 m;;0
RESENDE;153000-153500 m;;0
RESENDE;153500-154000 m;;0
RESENDE;154000-154500 m;;0
RESENDE;154500-155000 m;;0
RESENDE;155000-155500 m;;0
RESENDE;155500-156000 m;;0
RESENDE;156000-156500 m;;0
RESENDE;156500-157000 m;;0
RESENDE;157000-157500 m;;0
RESENDE;157500-158000 m;;0
RESENDE;158000-158500 m;;0
RESENDE;158500-159000 m;;0
RESENDE;159000-159500 m;;0
RESENDE;159500-160000 m;;0
RESENDE;160000-160500 m;;0
RESENDE;160500-161000 m;;0
RESENDE;161000-161500 m;;0
RESENDE;161500-162000 m;;0
RESENDE;162000-162500 m;;0
RESENDE;162500-163000 m;;0
RESENDE;163000-163500 m;;0
RESENDE;163500-164000 m;;0
RESENDE;164000-164500 m;;0
RESENDE;164500-165000 m;;0
RESENDE;165000-165500 m;;0
RESENDE;165500-166000 m;;0
RESENDE;166000-166500 m;;0
RESENDE;166500-167000 m;;0
RESENDE;167000-167500 m;;0
RESENDE;167500-168000 m;;0
RESENDE;168000-168500 m;;0
RESENDE;168500-169000 m;;0
RESENDE;169000-169500 m;;0
RESENDE;169500-170000 m;;0
RESENDE;170000-170500 m;;0
RESENDE;170500-171000 m;;0
RESENDE;171000-171500 m;;0
RESENDE;171500-172000 m;;0
RESENDE;172000-172500 m;;0
RESENDE;172500-173000 m;;0
RESENDE;173000-173500 m;;0
RESENDE;173500-174000 m;;0
RESENDE;174000-174500 m;;0
RESENDE;174500-175000 m;;0
RESENDE;175000-175500 m;;0
RESENDE;175500-176000 m;;0
RESENDE;176000-176500 m;;0
RESENDE;176500-177000 m;;0
RESENDE;177000-177500 m;;0
RESENDE;177500-178000 m;;0
RESENDE;178000-178500 m;;0
RESENDE;178500-179000 m;;0
RESENDE;179000-179500 m;;0
RESENDE;179500-180000 m;;0
RESENDE;180000-180500 m;;0
RESENDE;180500-181000 m;;0
RESENDE;181000-181500 m;;0
RESENDE;181500-182000 m;;0
RESENDE;182000-182500 m;;0
RESENDE;182500-183000 m;;0
RESENDE;183000-183500 m;;0
RESENDE;183500-184000 m;;0
RESENDE;184000-184500 m;;0
RESENDE;184500-185000 m;;0
RESENDE;185000-185500 m;;0
RESENDE;185500-186000 m;;0
RESENDE;186000-186500 m;;0
RESENDE;186500-187000 m;;0
RESENDE;187000-187500 m;;0
RESENDE;187500-188000 m;;0
RESENDE;188000-188500 m;;0
RESENDE;188500-189000 m;;0
RESENDE;189000-189500 m;;0
RESENDE;189500-190000 m;;0
RESENDE;190000-190500 m;;0
RESENDE;190500-191000 m;;0
RESENDE;191000-191500 m;;0
RESENDE;191500-192000 m;;0
RESENDE;192000-192500 m;;0
RESENDE;192500-193000 m;;0
RESENDE;193000-193500 m;;0
RESENDE;193500-194000 m;;0
RESENDE;194000-194500 m;;0
RESENDE;194500-195000 m;;0
RESENDE;195000-195500 m;;0
RESENDE;195500-196000 m;;0
RESENDE;196000-196500 m;;0
RESENDE;196500-197000 m;;0
RESENDE;197000-197500 m;;0
RESENDE;197500-198000 m;;0
RESENDE;198000-198500 m;;0
RESENDE;198500-199000 m;;0
RESENDE;199000-199500 m;;0
RESENDE;199500-200000 m;;0
RESENDE;200000-200500 m;;0
RESENDE;200500-201000 m;;0
RESENDE;201000-201500 m;;0
RESENDE;201500-202000 m;;0
RESENDE;202000-202500 m;;0
RESENDE;202500-203000 m;;0
RESENDE;203000-203500 m;;0
RESENDE;203500-204000 m;;0
RESENDE;204000-204500 m;;0
RESENDE;204500-205000 m;;0
RESENDE;205000-205500 m;;0
RESENDE;205500-206000 m;;0
RESENDE;206000-206500 m;;0
RESENDE;206500-207000 m;;0
RESENDE;207000-207500 m;;0
RESENDE;207500-208000 m;;0
RESENDE;208000-208500 m;;0
RESENDE;208500-209000 m;;0
RESENDE;209000-209500 m;;0
RESENDE;209500-210000 m;;0
RESENDE;210000-210500 m;;0
RESENDE;210500-211000 m;;0
RESENDE;211000-211500 m;;0
RESENDE;211500-212000 m;;0
RESENDE;212000-212500 m;;0
RESENDE;212500-213000 m;;0
RESENDE;213000-213500 m;;0
RESENDE;213500-214000 m;;0
RESENDE;214000-214500 m;;0
RESENDE;214500-215000 m;;0
RESENDE;215000-215500 m;;0
RESENDE;215500-216000 m;;0
RESENDE;216000-216500 m;;0
RESENDE;216500-217000 m;;0
RESENDE;217000-217500 m;;0
RESENDE;217500-218000 m;;0
RESENDE;218000-218500 m;;0
RESENDE;218500-219000 m;;0
RESENDE;219000-219500 m;;0
RESENDE;219500-220000 m;;0
RESENDE;220000-220500 m;;0
RESENDE;220500-221000 m;;0
RESENDE;221000-221500 m;;0
RESENDE;221500-222000 m;;0
RESENDE;222000-222500 m;;0
RESENDE;222500-223000 m;;0
RESENDE;223000-223500 m;;0
RESENDE;223500-224000 m;;0
RESENDE;224000-224500 m;;0
RESENDE;224500-225000 m;;0
RESENDE;225000-225500 m;;0
RESENDE;225500-226000 m;;0
RESENDE;226000-226500 m;;0
RESENDE;226500-227000 m;;0
RESENDE;227000-227500 m;;0
RESENDE;227500-228000 m;;0
RESENDE;228000-228500 m;;0
RESENDE;228500-229000 m;;0
RESENDE;229000-229500 m;;0
RESENDE;229500-230000 m;;0
RESENDE;230000-230500 m;;0
RESENDE;230500-231000 m;;0
RESENDE;231000-231500 m;;0
RESENDE;231500-232000 m;;0
RESENDE;232000-232500 m;;0
RESENDE;232500-233000 m;;0
RESENDE;233000-233500 m;;0
RESENDE;233500-234000 m;;0
RESENDE;234000-234500 m;;0
RESENDE;234500-235000 m;;0
RESENDE;235000-235500 m;;0
RESENDE;235500-236000 m;;0
RESENDE;236000-236500 m;;0
RESENDE;236500-237000 m;;0
SÃO GONÇALO;0-500 m;23.22;1152
SÃO GONÇALO;500-1000 m;1.17;191
SÃO GONÇALO;1000-1500 m;1.34;74
SÃO GONÇALO;1500-2000 m;1.62;25
SÃO GONÇALO;2000-2500 m;1.13;25
SÃO GONÇALO;2500-3000 m;1.33;12
SÃO GONÇALO;3000-3500 m;1.48;20
SÃO GONÇALO;3500-4000 m;1.01;5
SÃO GONÇALO;4000-4500 m;1.84;2
SÃO GONÇALO;4500-5000 m;0.91;8
SÃO GONÇALO;5000-5500 m;1.04;4
SÃO GONÇALO;5500-6000 m;1.48;3
SÃO GONÇALO;6000-6500 m;1.65;3
SÃO GONÇALO;6500-7000 m;1.57;5
SÃO GONÇALO;7000-7500 m;1.16;5
SÃO GONÇALO;7500-8000 m;0.99;2
SÃO GONÇALO;8000-8500 m;1.07;1
SÃO GONÇALO;8500-9000 m;0.02;1
SÃO GONÇALO;9000-9500 m;;0
