Polo;Faixa_Distancia;K_Sugerido;Qtd_Amostras
DUQUE DE CAXIAS;111000-111500 m;;0
DUQUE DE CAXIAS;111500-112000 m;;0
DUQUE DE CAXIAS;112000-112500 m;;0
DUQUE DE CAXIAS;112500-113000 m;;0
DUQUE DE CAXIAS;113000-113500 m;;0
DUQUE DE CAXIAS;113500-114000 m;;0
DUQUE DE CAXIAS;114000-114500 m;;0
DUQUE DE CAXIAS;114500-115000 m;;0
DUQUE DE CAXIAS;115000-115500 m;;0
DUQUE DE CAXIAS;115500-116000 m;;0
DUQUE DE CAXIAS;116000-116500 m;;0
DUQUE DE CAXIAS;116500-117000 m;;0
DUQUE DE CAXIAS;117000-117500 m;;0
DUQUE DE CAXIAS;117500-118000 m;;0
DUQUE DE CAXIAS;118000-118500 m;;0
DUQUE DE CAXIAS;118500-119000 m;;0
DUQUE DE CAXIAS;119000-119500 m;;0
DUQUE DE CAXIAS;119500-120000 m;;0
DUQUE DE CAXIAS;120000-120500 m;;0
DUQUE DE CAXIAS;120500-121000 m;;0
DUQUE DE CAXIAS;121000-121500 m;;0
DUQUE DE CAXIAS;121500-122000 m;;0
DUQUE DE CAXIAS;122000-122500 m;;0
DUQUE DE CAXIAS;122500-123000 m;;0
DUQUE DE CAXIAS;123000-123500 m;;0
DUQUE DE CAXIAS;123500-124000 m;;0
DUQUE DE CAXIAS;124000-124500 m;;0
DUQUE DE CAXIAS;124500-125000 m;;0
DUQUE DE CAXIAS;125000-125500 m;;0
DUQUE DE CAXIAS;125500-126000 m;;0
DUQUE DE CAXIAS;126000-126500 m;;0
DUQUE DE CAXIAS;126500-127000 m;;0
DUQUE DE CAXIAS;127000-127500 m;;0
DUQUE DE CAXIAS;127500-128000 m;;0
DUQUE DE CAXIAS;128000-128500 m;;0
DUQUE DE CAXIAS;128500-129000 m;;0
DUQUE DE CAXIAS;129000-129500 m;;0
DUQUE DE CAXIAS;129500-130000 m;;0
DUQUE DE CAXIAS;130000-130500 m;;0
DUQUE DE CAXIAS;130500-131000 m;;0
DUQUE DE CAXIAS;131000-131500 m;;0
DUQUE DE CAXIAS;131500-132000 m;1.4;1
DUQUE DE CAXIAS;132000-132500 m;;0
DUQUE DE CAXIAS;132500-133000 m;;0
DUQUE DE CAXIAS;133000-133500 m;;0
DUQUE DE CAXIAS;133500-134000 m;;0
DUQUE DE CAXIAS;134000-134500 m;;0
DUQUE DE CAXIAS;134500-135000 m;;0
DUQUE DE CAXIAS;135000-135500 m;;0
DUQUE DE CAXIAS;135500-136000 m;;0
DUQUE DE CAXIAS;136000-136500 m;;0
DUQUE DE CAXIAS;136500-137000 m;;0
DUQUE DE CAXIAS;137000-137500 m;;0
DUQUE DE CAXIAS;137500-138000 m;;0
DUQUE DE CAXIAS;138000-138500 m;;0
DUQUE DE CAXIAS;138500-139000 m;;0
DUQUE DE CAXIAS;139000-139500 m;;0
DUQUE DE CAXIAS;139500-140000 m;;0
DUQUE DE CAXIAS;140000-140500 m;;0
DUQUE DE CAXIAS;140500-141000 m;;0
DUQUE DE CAXIAS;141000-141500 m;;0
DUQUE DE CAXIAS;141500-142000 m;;0
DUQUE DE CAXIAS;142000-142500 m;;0
DUQUE DE CAXIAS;142500-143000 m;;0
DUQUE DE CAXIAS;143000-143500 m;;0
DUQUE DE CAXIAS;143500-144000 m;;0
DUQUE DE CAXIAS;144000-144500 m;;0
DUQUE DE CAXIAS;144500-145000 m;;0
DUQUE DE CAXIAS;145000-145500 m;;0
DUQUE DE CAXIAS;145500-146000 m;;0
DUQUE DE CAXIAS;146000-146500 m;;0
DUQUE DE CAXIAS;146500-147000 m;;0
DUQUE DE CAXIAS;147000-147500 m;0.04;1
DUQUE DE CAXIAS;147500-148000 m;;0
DUQUE DE CAXIAS;148000-148500 m;;0
DUQUE DE CAXIAS;148500-149000 m;;0
DUQUE DE CAXIAS;149000-149500 m;;0
DUQUE DE CAXIAS;149500-150000 m;;0
DUQUE DE CAXIAS;150000-150500 m;;0
DUQUE DE CAXIAS;150500-151000 m;;0
DUQUE DE CAXIAS;151000-151500 m;;0
DUQUE DE CAXIAS;151500-152000 m;;0
DUQUE DE CAXIAS;152000-152500 m;;0
DUQUE DE CAXIAS;152500-153000 m;;0
DUQUE DE CAXIAS;153000-153500 m;;0
DUQUE DE CAXIAS;153500-154000 m;;0
DUQUE DE CAXIAS;154000-154500 m;;0
DUQUE DE CAXIAS;154500-155000 m;;0
DUQUE DE CAXIAS;155000-155500 m;;0
DUQUE DE CAXIAS;155500-156000 m;;0
DUQUE DE CAXIAS;156000-156500 m;;0
DUQUE DE CAXIAS;156500-157000 m;;0
DUQUE DE CAXIAS;157000-157500 m;;0
DUQUE DE CAXIAS;157500-158000 m;;0
DUQUE DE CAXIAS;158000-158500 m;;0
DUQUE DE CAXIAS;158500-159000 m;;0
DUQUE DE CAXIAS;159000-159500 m;;0
DUQUE DE CAXIAS;159500-160000 m;;0
DUQUE DE CAXIAS;160000-160500 m;;0
DUQUE DE CAXIAS;160500-161000 m;;0
DUQUE DE CAXIAS;161000-161500 m;;0
DUQUE DE CAXIAS;161500-162000 m;;0
DUQUE DE CAXIAS;162000-162500 m;;0
DUQUE DE CAXIAS;162500-163000 m;;0
DUQUE DE CAXIAS;163000-163500 m;;0
DUQUE DE CAXIAS;163500-164000 m;;0
DUQUE DE CAXIAS;164000-164500 m;;0
DUQUE DE CAXIAS;164500-165000 m;;0
DUQUE DE CAXIAS;165000-165500 m;;0
DUQUE DE CAXIAS;165500-166000 m;;0
DUQUE DE CAXIAS;166000-166500 m;;0
DUQUE DE CAXIAS;166500-167000 m;;0
DUQUE DE CAXIAS;167000-167500 m;;0
DUQUE DE CAXIAS;167500-168000 m;;0
DUQUE DE CAXIAS;168000-168500 m;;0
DUQUE DE CAXIAS;168500-169000 m;;0
DUQUE DE CAXIAS;169000-169500 m;;0
DUQUE DE CAXIAS;169500-170000 m;;0
DUQUE DE CAXIAS;170000-170500 m;;0
DUQUE DE CAXIAS;170500-171000 m;;0
DUQUE DE CAXIAS;171000-171500 m;;0
DUQUE DE CAXIAS;171500-172000 m;;0
DUQUE DE CAXIAS;172000-172500 m;;0
DUQUE DE CAXIAS;172500-173000 m;;0
DUQUE DE CAXIAS;173000-173500 m;;0
DUQUE DE CAXIAS;173500-174000 m;;0
DUQUE DE CAXIAS;174000-174500 m;;0
DUQUE DE CAXIAS;174500-175000 m;;0
DUQUE DE CAXIAS;175000-175500 m;;0
DUQUE DE CAXIAS;175500-176000 m;;0
DUQUE DE CAXIAS;176000-176500 m;;0
DUQUE DE CAXIAS;176500-177000 m;;0
DUQUE DE CAXIAS;177000-177500 m;;0
DUQUE DE CAXIAS;177500-178000 m;;0
DUQUE DE CAXIAS;178000-178500 m;;0
DUQUE DE CAXIAS;178500-179000 m;;0
DUQUE DE CAXIAS;179000-179500 m;;0
DUQUE DE CAXIAS;179500-180000 m;;0
DUQUE DE CAXIAS;180000-180500 m;;0
DUQUE DE CAXIAS;180500-181000 m;;0
DUQUE DE CAXIAS;181000-181500 m;;0
DUQUE DE CAXIAS;181500-182000 m;;0
DUQUE DE CAXIAS;182000-182500 m;;0
DUQUE DE CAXIAS;182500-183000 m;;0
DUQUE DE CAXIAS;183000-183500 m;;0
DUQUE DE CAXIAS;183500-184000 m;;0
DUQUE DE CAXIAS;184000-184500 m;;0
DUQUE DE CAXIAS;184500-185000 m;;0
DUQUE DE CAXIAS;185000-185500 m;;0
DUQUE DE CAXIAS;185500-186000 m;;0
DUQUE DE CAXIAS;186000-186500 m;;0
DUQUE DE CAXIAS;186500-187000 m;;0
DUQUE DE CAXIAS;187000-187500 m;;0
DUQUE DE CAXIAS;187500-188000 m;;0
DUQUE DE CAXIAS;188000-188500 m;;0
DUQUE DE CAXIAS;188500-189000 m;;0
DUQUE DE CAXIAS;189000-189500 m;;0
DUQUE DE CAXIAS;189500-190000 m;;0
DUQUE DE CAXIAS;190000-190500 m;;0
DUQUE DE CAXIAS;190500-191000 m;;0
DUQUE DE CAXIAS;191000-191500 m;;0
DUQUE DE CAXIAS;191500-192000 m;;0
DUQUE DE CAXIAS;192000-192500 m;;0
DUQUE DE CAXIAS;192500-193000 m;;0
DUQUE DE CAXIAS;193000-193500 m;;0
DUQUE DE CAXIAS;193500-194000 m;;0
DUQUE DE CAXIAS;194000-194500 m;;0
DUQUE DE CAXIAS;194500-195000 m;;0
DUQUE DE CAXIAS;195000-195500 m;;0
DUQUE DE CAXIAS;195500-196000 m;;0
DUQUE DE CAXIAS;196000-196500 m;;0
DUQUE DE CAXIAS;196500-197000 m;;0
DUQUE DE CAXIAS;197000-197500 m;;0
DUQUE DE CAXIAS;197500-198000 m;;0
DUQUE DE CAXIAS;198000-198500 m;;0
DUQUE DE CAXIAS;198500-199000 m;;0
DUQUE DE CAXIAS;199000-199500 m;;0
DUQUE DE CAXIAS;199500-200000 m;;0
DUQUE DE CAXIAS;200000-200500 m;;0
DUQUE DE CAXIAS;200500-201000 m;;0
DUQUE DE CAXIAS;201000-201500 m;;0
DUQUE DE CAXIAS;201500-202000 m;;0
DUQUE DE CAXIAS;202000-202500 m;;0
DUQUE DE CAXIAS;202500-203000 m;;0
DUQUE DE CAXIAS;203000-203500 m;;0
DUQUE DE CAXIAS;203500-204000 m;;0
DUQUE DE CAXIAS;204000-204500 m;;0
DUQUE DE CAXIAS;204500-205000 m;;0
DUQUE DE CAXIAS;205000-205500 m;;0
DUQUE DE CAXIAS;205500-206000 m;;0
DUQUE DE CAXIAS;206000-206500 m;;0
DUQUE DE CAXIAS;206500-207000 m;;0
DUQUE DE CAXIAS;207000-207500 m;;0
DUQUE DE CAXIAS;207500-208000 m;;0
DUQUE DE CAXIAS;208000-208500 m;;0
DUQUE DE CAXIAS;208500-209000 m;;0
DUQUE DE CAXIAS;209000-209500 m;;0
DUQUE DE CAXIAS;209500-210000 m;;0
DUQUE DE CAXIAS;210000-210500 m;;0
DUQUE DE CAXIAS;210500-211000 m;;0
DUQUE DE CAXIAS;211000-211500 m;;0
DUQUE DE CAXIAS;211500-212000 m;;0
DUQUE DE CAXIAS;212000-212500 m;;0
DUQUE DE CAXIAS;212500-213000 m;;0
DUQUE DE CAXIAS;213000-213500 m;;0
DUQUE DE CAXIAS;213500-214000 m;;0
DUQUE DE CAXIAS;214000-214500 m;;0
DUQUE DE CAXIAS;214500-215000 m;;0
DUQUE DE CAXIAS;215000-215500 m;;0
DUQUE DE CAXIAS;215500-216000 m;;0
DUQUE DE CAXIAS;216000-216500 m;;0
DUQUE DE CAXIAS;216500-217000 m;;0
DUQUE DE CAXIAS;217000-217500 m;;0
DUQUE DE CAXIAS;217500-218000 m;;0
DUQUE DE CAXIAS;218000-218500 m;;0
DUQUE DE CAXIAS;218500-219000 m;;0
DUQUE DE CAXIAS;219000-219500 m;;0
DUQUE DE CAXIAS;219500-220000 m;;0
DUQUE DE CAXIAS;220000-220500 m;;0
DUQUE DE CAXIAS;220500-221000 m;;0
DUQUE DE CAXIAS;221000-221500 m;;0
DUQUE DE CAXIAS;221500-222000 m;;0
DUQUE DE CAXIAS;222000-222500 m;;0
DUQUE DE CAXIAS;222500-223000 m;;0
DUQUE DE CAXIAS;223000-223500 m;;0
DUQUE DE CAXIAS;223500-224000 m;;0
DUQUE DE CAXIAS;224000-224500 m;;0
DUQUE DE CAXIAS;224500-225000 m;;0
DUQUE DE CAXIAS;225000-225500 m;;0
DUQUE DE CAXIAS;225500-226000 m;;0
DUQUE DE CAXIAS;226000-226500 m;;0
DUQUE DE CAXIAS;226500-227000 m;;0
DUQUE DE CAXIAS;227000-227500 m;;0
DUQUE DE CAXIAS;227500-228000 m;;0
DUQUE DE CAXIAS;228000-228500 m;;0
DUQUE DE CAXIAS;228500-229000 m;;0
DUQUE DE CAXIAS;229000-229500 m;;0
DUQUE DE CAXIAS;229500-230000 m;;0
DUQUE DE CAXIAS;230000-230500 m;;0
DUQUE DE CAXIAS;230500-231000 m;;0
DUQUE DE CAXIAS;231000-231500 m;;0
DUQUE DE CAXIAS;231500-232000 m;;0
DUQUE DE CAXIAS;232000-232500 m;;0
DUQUE DE CAXIAS;232500-233000 m;;0
DUQUE DE CAXIAS;233000-233500 m;;0
DUQUE DE CAXIAS;233500-234000 m;;0
DUQUE DE CAXIAS;234000-234500 m;;0
DUQUE DE CAXIAS;234500-235000 m;;0
DUQUE DE CAXIAS;235000-235500 m;;0
DUQUE DE CAXIAS;235500-236000 m;;0
DUQUE DE CAXIAS;236000-236500 m;;0
DUQUE DE CAXIAS;236500-237000 m;;0
ITABORAÍ;0-500 m;23.54;1079
ITABORAÍ;500-1000 m;1.7;224
ITABORAÍ;1000-1500 m;1.39;92
ITABORAÍ;1500-2000 m;1.09;45
ITABORAÍ;2000-2500 m;1.64;30
ITABORAÍ;2500-3000 m;1.23;17
ITABORAÍ;3000-3500 m;0.97;20
ITABORAÍ;3500-4000 m;1.47;5
ITABORAÍ;4000-4500 m;1.52;13
ITABORAÍ;4500-5000 m;1.11;11
ITABORAÍ;5000-5500 m;1.4;4
ITABORAÍ;5500-6000 m;1.35;5
ITABORAÍ;6000-6500 m;1.36;6
ITABORAÍ;6500-7000 m;1.29;9
ITABORAÍ;7000-7500 m;1.44;9
ITABORAÍ;7500-8000 m;1.25;5
ITABORAÍ;8000-8500 m;1.45;7
ITABORAÍ;8500-9000 m;1.33;6
ITABORAÍ;9000-9500 m;1.39;4
ITABORAÍ;9500-10000 m;;0
ITABORAÍ;10000-10500 m;;0
ITABORAÍ;10500-11000 m;;0
ITABORAÍ;11000-11500 m;;0
ITABORAÍ;11500-12000 m;;0
ITABORAÍ;12000-12500 m;;0
ITABORAÍ;12500-13000 m;;0
ITABORAÍ;13000-13500 m;;0
ITABORAÍ;13500-14000 m;;0
ITABORAÍ;14000-14500 m;1.51;2
ITABORAÍ;14500-15000 m;;0
ITABORAÍ;15000-15500 m;;0
ITABORAÍ;15500-16000 m;1.18;2
ITABORAÍ;16000-16500 m;;0
ITABORAÍ;16500-17000 m;;0
ITABORAÍ;17000-17500 m;;0
ITABORAÍ;17500-18000 m;1.19;1
ITABORAÍ;18000-18500 m;1.38;2
ITABORAÍ;18500-19000 m;;0
ITABORAÍ;19000-19500 m;;0
ITABORAÍ;19500-20000 m;;0
ITABORAÍ;20000-20500 m;0.9;1
ITABORAÍ;20500-21000 m;;0
ITABORAÍ;21000-21500 m;;0
ITABORAÍ;21500-22000 m;1.31;3
ITABORAÍ;22000-22500 m;1.14;2
ITABORAÍ;22500-23000 m;;0
ITABORAÍ;23000-23500 m;;0
ITABORAÍ;23500-24000 m;;0
ITABORAÍ;24000-24500 m;;0
ITABORAÍ;24500-25000 m;;0
ITABORAÍ;25000-25500 m;;0
ITABORAÍ;25500-26000 m;0.99;1
ITABORAÍ;26000-26500 m;;0
ITABORAÍ;26500-27000 m;1.22;2
ITABORAÍ;27000-27500 m;;0
ITABORAÍ;27500-28000 m;;0
ITABORAÍ;28000-28500 m;;0
ITABORAÍ;28500-29000 m;;0
ITABORAÍ;29000-29500 m;1.27;2
ITABORAÍ;29500-30000 m;1.4;2
ITABORAÍ;30000-30500 m;1.15;3
ITABORAÍ;30500-31000 m;;0
ITABORAÍ;31000-31500 m;1.13;1
ITABORAÍ;31500-32000 m;;0
ITABORAÍ;32000-32500 m;1.05;1
ITABORAÍ;32500-33000 m;1.16;3
ITABORAÍ;33000-33500 m;1.12;1
ITABORAÍ;33500-34000 m;1.25;3
ITABORAÍ;34000-34500 m;1.23;2
ITABORAÍ;34500-35000 m;;0
ITABORAÍ;35000-35500 m;;0
ITABORAÍ;35500-36000 m;;0
ITABORAÍ;36000-36500 m;;0
ITABORAÍ;36500-37000 m;;0
ITABORAÍ;37000-37500 m;;0
ITABORAÍ;37500-38000 m;1.23;1
ITABORAÍ;38000-38500 m;;0
ITABORAÍ;38500-39000 m;;0
ITABORAÍ;39000-39500 m;;0
ITABORAÍ;39500-40000 m;1.24;1
ITABORAÍ;40000-40500 m;;0
ITABORAÍ;40500-41000 m;;0
ITABORAÍ;41000-41500 m;;0
ITABORAÍ;41500-42000 m;;0
ITABORAÍ;42000-42500 m;;0
ITABORAÍ;42500-43000 m;;0
ITABORAÍ;43000-43500 m;;0
ITABORAÍ;43500-44000 m;;0
ITABORAÍ;44000-44500 m;;0
ITABORAÍ;44500-45000 m;;0
ITABORAÍ;45000-45500 m;;0
ITABORAÍ;45500-46000 m;;0
ITABORAÍ;46000-46500 m;;0
ITABORAÍ;46500-47000 m;;0
ITABORAÍ;47000-47500 m;;0
ITABORAÍ;47500-48000 m;;0
ITABORAÍ;48000-48500 m;;0
ITABORAÍ;48500-49000 m;;0
ITABORAÍ;49000-49500 m;;0
ITABORAÍ;49500-50000 m;;0
ITABORAÍ;50000-50500 m;;0
ITABORAÍ;50500-51000 m;;0
ITABORAÍ;51000-51500 m;;0
ITABORAÍ;51500-52000 m;;0
ITABORAÍ;52000-52500 m;;0
ITABORAÍ;52500-53000 m;;0
ITABORAÍ;53000-53500 m;;0
ITABORAÍ;53500-54000 m;;0
ITABORAÍ;54000-54500 m;;0
ITABORAÍ;54500-55000 m;;0
ITABORAÍ;55000-55500 m;;0
ITABORAÍ;55500-56000 m;;0
ITABORAÍ;56000-56500 m;;0
ITABORAÍ;56500-57000 m;;0
ITABORAÍ;57000-57500 m;;0
ITABORAÍ;57500-58000 m;;0
ITABORAÍ;58000-58500 m;;0
ITABORAÍ;58500-59000 m;;0
ITABORAÍ;59000-59500 m;;0
ITABORAÍ;59500-60000 m;;0
ITABORAÍ;60000-60500 m;;0
ITABORAÍ;60500-61000 m;;0
ITABORAÍ;61000-61500 m;;0
ITABORAÍ;61500-62000 m;;0
ITABORAÍ;62000-62500 m;;0
ITABORAÍ;62500-63000 m;;0
ITABORAÍ;63000-63500 m;;0
ITABORAÍ;63500-64000 m;;0
ITABORAÍ;64000-64500 m;;0
ITABORAÍ;64500-65000 m;;0
ITABORAÍ;65000-65500 m;;0
ITABORAÍ;65500-66000 m;;0
ITABORAÍ;66000-66500 m;;0
ITABORAÍ;66500-67000 m;;0
ITABORAÍ;67000-67500 m;;0
ITABORAÍ;67500-68000 m;;0
ITABORAÍ;68000-68500 m;;0
ITABORAÍ;68500-69000 m;;0
ITABORAÍ;69000-69500 m;;0
ITABORAÍ;69500-70000 m;;0
ITABORAÍ;70000-70500 m;;0
ITABORAÍ;70500-71000 m;;0
ITABORAÍ;71000-71500 m;;0
ITABORAÍ;71500-72000 m;;0
ITABORAÍ;72000-72500 m;;0
ITABORAÍ;72500-73000 m;;0
ITABORAÍ;73000-73500 m;;0
ITABORAÍ;73500-74000 m;;0
ITABORAÍ;74000-74500 m;;0
ITABORAÍ;74500-75000 m;;0
ITABORAÍ;75000-75500 m;;0
ITABORAÍ;75500-76000 m;;0
ITABORAÍ;76000-76500 m;;0
ITABORAÍ;76500-77000 m;;0
ITABORAÍ;77000-77500 m;;0
ITABORAÍ;77500-78000 m;;0
ITABORAÍ;78000-78500 m;;0
ITABORAÍ;78500-79000 m;;0
ITABORAÍ;79000-79500 m;;0
ITABORAÍ;79500-80000 m;;0
ITABORAÍ;80000-80500 m;;0
ITABORAÍ;80500-81000 m;;0
ITABORAÍ;81000-81500 m;;0
ITABORAÍ;81500-82000 m;;0
ITABORAÍ;82000-82500 m;;0
ITABORAÍ;82500-83000 m;;0
ITABORAÍ;83000-83500 m;;0
ITABORAÍ;83500-84000 m;;0
ITABORAÍ;84000-84500 m;;0
ITABORAÍ;84500-85000 m;;0
ITABORAÍ;85000-85500 m;;0
ITABORAÍ;85500-86000 m;;0
ITABORAÍ;86000-86500 m;;0
ITABORAÍ;86500-87000 m;;0
ITABORAÍ;87000-87500 m;;0
ITABORAÍ;87500-88000 m;;0
ITABORAÍ;88000-88500 m;;0
ITABORAÍ;88500-89000 m;;0
ITABORAÍ;89000-89500 m;;0
ITABORAÍ;89500-90000 m;;0
ITABORAÍ;90000-90500 m;;0
ITABORAÍ;90500-91000 m;;0
ITABORAÍ;91000-91500 m;;0
ITABORAÍ;91500-92000 m;;0
ITABORAÍ;92000-92500 m;;0
ITABORAÍ;92500-93000 m;;0
ITABORAÍ;93000-93500 m;;0
ITABORAÍ;93500-94000 m;;0
ITABORAÍ;94000-94500 m;;0
ITABORAÍ;94500-95000 m;;0
ITABORAÍ;95000-95500 m;;0
ITABORAÍ;95500-96000 m;;0
ITABORAÍ;96000-96500 m;;0
ITABORAÍ;96500-97000 m;;0
ITABORAÍ;97000-97500 m;;0
ITABORAÍ;97500-98000 m;;0
ITABORAÍ;98000-98500 m;;0
ITABORAÍ;98500-99000 m;;0
ITABORAÍ;99000-99500 m;;0
ITABORAÍ;99500-100000 m;;0
ITABORAÍ;100000-100500 m;;0
ITABORAÍ;100500-101000 m;;0
ITABORAÍ;101000-101500 m;;0
ITABORAÍ;101500-102000 m;;0
ITABORAÍ;102000-102500 m;;0
ITABORAÍ;102500-103000 m;;0
ITABORAÍ;103000-103500 m;;0
ITABORAÍ;103500-104000 m;;0
ITABORAÍ;104000-104500 m;;0
ITABORAÍ;104500-105000 m;;0
ITABORAÍ;105000-105500 m;;0
ITABORAÍ;105500-106000 m;;0
ITABORAÍ;106000-106500 m;;0
ITABORAÍ;106500-107000 m;;0
ITABORAÍ;107000-107500 m;;0
ITABORAÍ;107500-108000 m;;0
ITABORAÍ;108000-108500 m;;0
ITABORAÍ;108500-109000 m;;0
ITABORAÍ;109000-109500 m;;0
ITABORAÍ;109500-110000 m;;0
ITABORAÍ;110000-110500 m;;0
ITABORAÍ;110500-111000 m;;0
ITABORAÍ;111000-111500 m;;0
ITABORAÍ;111500-112000 m;;0
ITABORAÍ;112000-112500 m;;0
ITABORAÍ;112500-113000 m;;0
ITABORAÍ;113000-113500 m;;0
ITABORAÍ;113500-114000 m;;0
ITABORAÍ;114000-114500 m;;0
ITABORAÍ;114500-115000 m;;0
ITABORAÍ;115000-115500 m;;0
ITABORAÍ;115500-116000 m;;0
ITABORAÍ;116000-116500 m;;0
ITABORAÍ;116500-117000 m;;0
ITABORAÍ;117000-117500 m;;0
ITABORAÍ;117500-118000 m;;0
ITABORAÍ;118000-118500 m;;0
ITABORAÍ;118500-119000 m;;0
ITABORAÍ;119000-119500 m;;0
ITABORAÍ;119500-120000 m;;0
ITABORAÍ;120000-120500 m;;0
ITABORAÍ;120500-121000 m;;0
ITABORAÍ;121000-121500 m;;0
ITABORAÍ;121500-122000 m;;0
ITABORAÍ;122000-122500 m;;0
ITABORAÍ;122500-123000 m;;0
ITABORAÍ;123000-123500 m;;0
ITABORAÍ;123500-124000 m;;0
ITABORAÍ;124000-124500 m;;0
ITABORAÍ;124500-125000 m;;0
ITABORAÍ;125000-125500 m;;0
ITABORAÍ;125500-126000 m;;0
ITABORAÍ;126000-126500 m;;0
ITABORAÍ;126500-127000 m;;0
ITABORAÍ;127000-127500 m;;0
ITABORAÍ;127500-128000 m;;0
ITABORAÍ;128000-128500 m;;0
ITABORAÍ;128500-129000 m;;0
ITABORAÍ;129000-129500 m;;0
ITABORAÍ;129500-130000 m;;0
ITABORAÍ;130000-130500 m;;0
ITABORAÍ;130500-131000 m;;0
ITABORAÍ;131000-131500 m;;0
ITABORAÍ;131500-132000 m;;0
ITABORAÍ;132000-132500 m;;0
ITABORAÍ;132500-133000 m;;0
ITABORAÍ;133000-133500 m;;0
ITABORAÍ;133500-134000 m;;0
ITABORAÍ;134000-134500 m;;0
ITABORAÍ;134500-135000 m;;0
ITABORAÍ;135000-135500 m;;0
ITABORAÍ;135500-136000 m;;0
ITABORAÍ;136000-136500 m;;0
ITABORAÍ;136500-137000 m;;0
ITABORAÍ;137000-137500 m;;0
ITABORAÍ;137500-138000 m;;0
ITABORAÍ;138000-138500 m;;0
ITABORAÍ;138500-139000 m;;0
ITABORAÍ;139000-139500 m;;0
ITABORAÍ;139500-140000 m;;0
ITABORAÍ;140000-140500 m;;0
ITABORAÍ;140500-141000 m;;0
ITABORAÍ;141000-141500 m;;0
ITABORAÍ;141500-142000 m;;0
ITABORAÍ;142000-142500 m;;0
ITABORAÍ;142500-143000 m;;0
ITABORAÍ;143000-143500 m;;0
ITABORAÍ;143500-144000 m;;0
ITABORAÍ;144000-144500 m;;0
ITABORAÍ;144500-145000 m;;0
ITABORAÍ;145000-145500 m;;0
ITABORAÍ;145500-146000 m;;0
ITABORAÍ;146000-146500 m;;0
ITABORAÍ;146500-147000 m;;0
ITABORAÍ;147000-147500 m;;0
ITABORAÍ;147500-148000 m;;0
ITABORAÍ;148000-148500 m;;0
ITABORAÍ;148500-149000 m;;0
ITABORAÍ;149000-149500 m;;0
ITABORAÍ;149500-150000 m;;0
ITABORAÍ;150000-150500 m;;0
ITABORAÍ;150500-151000 m;;0
ITABORAÍ;151000-151500 m;;0
ITABORAÍ;151500-152000 m;;0
ITABORAÍ;152000-152500 m;;0
ITABORAÍ;152500-153000 m;;0
ITABORAÍ;153000-153500 m;;0
ITABORAÍ;153500-154000 m;;0
ITABORAÍ;154000-154500 m;;0
ITABORAÍ;154500-155000 m;;0
ITABORAÍ;155000-155500 m;;0
ITABORAÍ;155500-156000 m;;0
ITABORAÍ;156000-156500 m;;0
ITABORAÍ;156500-157000 m;;0
ITABORAÍ;157000-157500 m;;0
ITABORAÍ;157500-158000 m;;0
ITABORAÍ;158000-158500 m;;0
ITABORAÍ;158500-159000 m;;0
ITABORAÍ;159000-159500 m;;0
ITABORAÍ;159500-160000 m;;0
ITABORAÍ;160000-160500 m;;0
ITABORAÍ;160500-161000 m;;0
ITABORAÍ;161000-161500 m;;0
ITABORAÍ;161500-162000 m;;0
ITABORAÍ;162000-162500 m;;0
ITABORAÍ;162500-163000 m;;0
ITABORAÍ;163000-163500 m;;0
ITABORAÍ;163500-164000 m;;0
ITABORAÍ;164000-164500 m;;0
ITABORAÍ;164500-165000 m;;0
ITABORAÍ;165000-165500 m;;0
ITABORAÍ;165500-166000 m;;0
ITABORAÍ;166000-166500 m;;0
ITABORAÍ;166500-167000 m;;0
ITABORAÍ;167000-167500 m;;0
ITABORAÍ;167500-168000 m;;0
ITABORAÍ;168000-168500 m;;0
ITABORAÍ;168500-169000 m;;0
ITABORAÍ;169000-169500 m;;0
ITABORAÍ;169500-170000 m;;0
ITABORAÍ;170000-170500 m;;0
ITABORAÍ;170500-171000 m;;0
ITABORAÍ;171000-171500 m;;0
ITABORAÍ;171500-172000 m;;0
ITABORAÍ;172000-172500 m;;0
ITABORAÍ;172500-173000 m;;0
ITABORAÍ;173000-173500 m;;0
ITABORAÍ;173500-174000 m;;0
ITABORAÍ;174000-174500 m;;0
ITABORAÍ;174500-175000 m;;0
ITABORAÍ;175000-175500 m;;0
ITABORAÍ;175500-176000 m;;0
ITABORAÍ;176000-176500 m;;0
ITABORAÍ;176500-177000 m;;0
ITABORAÍ;177000-177500 m;;0
ITABORAÍ;177500-178000 m;;0
ITABORAÍ;178000-178500 m;;0
ITABORAÍ;178500-179000 m;;0
ITABORAÍ;179000-179500 m;;0
ITABORAÍ;179500-180000 m;;0
ITABORAÍ;180000-180500 m;;0
ITABORAÍ;180500-181000 m;;0
ITABORAÍ;181000-181500 m;;0
ITABORAÍ;181500-182000 m;;0
ITABORAÍ;182000-182500 m;;0
ITABORAÍ;182500-183000 m;;0
ITABORAÍ;183000-183500 m;;0
ITABORAÍ;183500-184000 m;;0
ITABORAÍ;184000-184500 m;;0
ITABORAÍ;184500-185000 m;;0
ITABORAÍ;185000-185500 m;;0
ITABORAÍ;185500-186000 m;;0
ITABORAÍ;186000-186500 m;;0
ITABORAÍ;186500-187000 m;;0
ITABORAÍ;187000-187500 m;;0
ITABORAÍ;187500-188000 m;;0
ITABORAÍ;188000-188500 m;;0
