Polo;Equipe;Tipo_Equipe;Ordem_Visita;ID_Servico;Valor_Divida;Tempo_Execucao_Min;KM_Trecho_Estimado;Tempo_Trecho_Estimado_Min;KM_Trecho_Google;Tempo_Trecho_Google_Min;Link_Google_Maps
NITERÓI;Equipe Leve 10;Leve;3;33958864.0;17525.19;28.0;0.19;0.57;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;4;34302892.0;2539.09;28.0;0.44;1.32;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;5;34303268.0;2613.43;28.0;0.96;2.89;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;6;33957439.0;4412.32;28.0;0.08;0.23;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;7;34304214.0;2105.67;12.0;1.12;3.36;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;8;34140671.0;400.77;12.0;2.69;8.07;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;9;34069244.0;447.59;12.0;3.04;9.12;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;10;34303142.0;1594.92;12.0;0.35;1.04;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;11;27760966.0;1699.22;12.0;0.19;0.57;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;12;33448531.0;922.8;12.0;0.68;2.04;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;13;34205397.0;399.97;12.0;0.27;0.81;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;14;34230560.0;370.16;12.0;0.0;0.0;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;15;34234293.0;2116.7;12.0;0.54;1.62;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;16;34204006.0;358.44;12.0;0.42;1.27;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;17;34203818.0;522.89;12.0;0.43;1.28;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;18;34303202.0;5596.4;28.0;0.39;1.18;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;19;34230879.0;1381.24;12.0;0.92;2.77;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;20;34303899.0;1428.97;12.0;0.22;0.67;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;21;34206040.0;805.58;12.0;0.5;1.49;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;22;30208923.0;695.92;12.0;0.08;0.23;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;23;33672488.0;373.97;12.0;0.62;1.87;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;24;33283912.0;200.03;12.0;0.36;1.07;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;25;34302482.0;1600.22;12.0;1.16;3.49;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;26;34303941.0;1704.86;12.0;1.67;5.01;N/A;N/A;N/A
NITERÓI;Equipe Leve 10;Leve;27;33900386.0;664.01;12.0;0.24;0.73;N/A;N/A;N/A
NITERÓI;Equipe Cesto 1;Cesto;1;33958567.0;6731.26;28.0;0.68;2.03;5.19;11.95;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;2;34291702.0;7520.48;28.0;6.95;20.84;1.35;5.07;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;3;33956851.0;3297.57;28.0;0.93;2.78;1.98;6.77;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;4;34303187.0;3940.26;28.0;2.4;7.2;0.98;3.45;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;5;28432416.0;0.0;28.0;0.79;2.36;1.64;4.88;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;6;33958846.0;37249.3;28.0;0.64;1.93;0.56;2.2;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;7;33936519.0;1009.46;28.0;1.98;5.95;1.02;4.9;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;8;34156151.0;2322.84;28.0;0.48;1.45;2.12;8.78;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;9;34303317.0;960.33;28.0;3.74;11.23;3.79;9.78;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;10;33957096.0;1896.51;28.0;1.9;5.69;3.78;8.73;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;11;34314378.0;837.91;28.0;3.7;11.1;0.13;0.33;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;12;34303263.0;2742.18;28.0;0.16;0.48;1.86;5.17;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 1;Cesto;13;34303305.0;1767.27;28.0;1.88;5.65;5.55;13.18;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9086,-43.0639/-22.8983,-43.1022/-22.8953,-43.1064/-22.8894,-43.1186/-22.8919,-43.1222/-22.8953,-43.1222/-22.9011,-43.1317/-22.8989,-43.1303/-22.88,-43.1239/-22.8733,-43.1158/-22.8711,-43.0947/-22.8719,-43.0944/-22.88,-43.0881/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;1;33957278.0;4868.12;28.0;7.86;23.58;7.63;14.07;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;2;34302899.0;1854.49;28.0;1.49;4.46;2.73;7.92;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;3;34303199.0;138645.61;28.0;0.85;2.56;1.22;3.05;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;4;33957484.0;7911.49;28.0;0.74;2.23;0.41;1.52;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;5;33957496.0;8831.22;28.0;0.5;1.49;0.66;2.83;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;6;34291414.0;3266.1;28.0;2.37;7.12;0.14;0.57;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;7;34303197.0;2008.57;28.0;2.08;6.23;0.03;0.13;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;8;34303313.0;2527.94;28.0;1.23;3.7;0.04;0.22;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;9;34302884.0;2536.37;28.0;0.05;0.15;0.88;3.4;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;10;34303190.0;3746.05;28.0;0.05;0.16;5.07;7.92;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;11;33693273.0;1968.5;28.0;0.18;0.53;0.87;2.73;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;12;33956934.0;2007.19;28.0;0.58;1.74;2.3;5.75;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;13;33958926.0;11255.6;28.0;0.31;0.92;0.88;1.92;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 2;Cesto;14;33957085.0;1725.03;28.0;2.74;8.21;4.14;10.45;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8931,-43.1031/-22.8878,-43.1094/-22.8833,-43.1097/-22.8808,-43.1064/-22.8803,-43.1036/-22.8708,-43.0947/-22.86,-43.0969/-22.8633,-43.0908/-22.8631,-43.0906/-22.8631,-43.0903/-22.8622,-43.09/-22.8633,-43.0869/-22.8640893,-43.0853582/-22.8781,-43.0814/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;1;34208134.0;1419.08;28.0;5.44;16.33;8.76;17.95;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;2;33691867.0;3225.11;40.0;3.91;11.72;10.16;19.48;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;3;34272222.0;2782.59;28.0;7.24;21.73;2.38;5.07;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;4;34254545.0;1265.31;28.0;1.87;5.62;0.0;0.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;5;34303258.0;4732.52;28.0;1.18;3.55;1.45;3.57;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;6;34254904.0;1333.88;28.0;0.0;0.0;0.81;1.97;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;7;33694097.0;692.78;28.0;1.28;3.83;2.21;5.32;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;8;33692096.0;796.98;28.0;3.04;9.12;1.38;3.6;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;9;34255550.0;7990.84;28.0;1.13;3.39;3.31;7.55;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;10;33996786.0;1345.42;28.0;2.94;8.82;1.55;4.55;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;11;34255360.0;2131.47;28.0;0.51;1.53;8.56;16.9;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 3;Cesto;12;33699094.0;712.51;28.0;8.59;25.78;2.92;6.98;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9356,-43.0619/-22.9533,-43.0503/-22.9669,-43.0114/-22.9606,-43.0031/-22.9653,-42.9986/-22.9653,-42.9986/-22.9612212,-42.9927622/-22.95475256,-42.97677714/-22.9489,-42.9781/-22.9544,-42.9939/-22.9522,-42.9956/-22.9389,-43.0428/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;1;34303277.0;2497.79;28.0;1.18;3.54;1.36;3.57;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;2;34050818.0;7309.67;28.0;3.65;10.95;7.57;12.88;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;3;34288661.0;715.67;28.0;0.68;2.05;0.16;0.9;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;4;33696279.0;3569.06;40.0;0.28;0.85;0.49;0.73;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;5;33875119.0;1068.68;28.0;1.35;4.06;0.44;0.63;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;6;34303289.0;1694.98;28.0;0.28;0.83;0.36;0.53;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;7;33696007.0;706.75;28.0;0.59;1.76;0.35;0.52;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;8;34303280.0;662.08;28.0;1.24;3.71;0.6;1.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
NITERÓI;Equipe Cesto 4;Cesto;9;33933874.0;2790.62;28.0;2.4;7.21;1.75;2.33;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9008,-43.0622/-22.8817,-43.0653/-22.8786,-43.0633/-22.8775,-43.0622/-22.8756,-43.0547/-22.8744,-43.0556/-22.8758,-43.0586/-22.8769,-43.0656/-22.8769,-43.0794/-22.8814,-43.0806/-22.8861,-43.0836/-22.9342,-43.0747/-22.9356,-43.0719/-22.90684155,-43.06050544
